,Class
53958,0
53959,1
53960,0
53961,0
53962,0
53963,1
53964,1
53965,0
53966,1
53967,0
53968,0
53969,0
53970,0
53971,0
53972,0
53973,1
53974,0
53975,0
53976,1
53977,0
53978,1
53979,1
53980,1
53981,1
53982,1
53983,1
53984,0
53986,1
53987,1
53988,0
53989,1
53990,0
53991,0
53992,1
53993,1
53994,1
53995,1
53996,1
53997,0
53998,1
54000,1
54001,0
54002,1
54003,0
54004,0
54005,1
54006,0
54007,0
54008,0
54009,1
54010,1
54011,1
54012,0
54013,0
54014,1
54015,0
54016,0
54017,1
54018,1
54019,0
54020,0
54021,1
54022,0
54023,1
54024,0
54025,1
54026,0
54027,1
54028,0
54029,0
54030,1
54031,0
54032,0
54033,0
54034,0
54035,0
54036,0
54037,1
54038,0
54039,0
54040,0
54041,0
54042,1
54043,1
54044,0
54045,1
54046,1
54047,0
54048,0
54049,0
54050,1
54051,1
54052,0
54053,1
54054,1
54055,1
54057,1
54058,0
54059,1
54060,1
54061,1
54062,0
54063,1
54064,1
54065,0
54066,1
54067,0
54068,1
54069,1
54070,0
54071,0
54072,0
54073,1
54074,0
54075,1
54076,0
54077,1
54078,0
54079,1
54080,0
54081,0
54082,0
54083,0
54084,1
54085,1
54086,0
54087,0
54088,1
54089,1
54090,0
54091,0
54092,0
54093,1
54094,1
54095,0
54096,1
54097,1
54098,1
54099,0
54100,1
54101,1
54102,0
54103,0
54104,0
54105,1
54106,1
54107,1
54108,1
54109,1
54110,1
54111,0
54112,0
54113,1
54114,0
54115,1
54116,1
54117,0
54118,1
54119,1
54120,0
54121,0
54122,1
54123,0
54124,1
54125,1
54126,1
54127,0
54128,0
54129,0
54130,1
54131,1
54132,1
54133,0
54134,0
54135,1
54136,0
54137,0
54138,0
54139,1
54140,1
54141,1
54142,0
54143,1
54144,0
54145,0
54146,1
54147,0
54148,0
54149,1
54150,0
54151,1
54152,0
54153,1
54154,0
54155,1
54156,1
54157,0
54158,0
54159,1
54161,0
54162,1
54163,1
54164,1
54165,1
54166,0
54167,1
54168,1
54169,0
54170,1
54171,0
54172,1
54173,1
54174,1
54175,1
54176,0
54178,0
54179,1
54180,1
54181,1
54182,0
54183,1
54184,0
54185,1
54186,1
54187,1
54188,0
54189,0
54190,1
54191,1
54192,1
54193,0
54194,0
54195,1
54196,1
54197,0
54198,0
54199,1
54200,1
54201,1
54202,1
54203,0
54204,1
54205,0
54206,0
54207,0
54208,0
54209,0
54210,1
54211,1
54212,0
54213,1
54214,1
54215,0
54216,1
54217,0
54218,1
54219,1
54220,0
54221,0
54222,1
54223,0
54224,0
54225,0
54226,1
54227,0
54228,0
54229,1
54230,1
54231,0
54232,1
54233,0
54234,0
54235,1
54236,1
54237,0
54238,0
54239,1
54240,1
54241,1
54242,0
54243,1
54244,0
54245,1
54246,0
54247,1
54248,0
54249,0
54250,1
54251,0
54252,0
54253,1
54254,0
54255,0
54256,0
54257,1
54259,1
54260,1
54261,0
54262,0
54263,0
54264,0
54265,1
54266,1
54267,1
54268,0
54269,0
54270,1
54271,0
54272,0
54273,0
54274,0
54275,1
54276,1
54277,0
54278,0
54279,1
54280,1
54281,1
54282,0
54283,1
54284,1
54285,1
54286,1
54287,0
54288,1
54289,0
54290,1
54291,1
54292,1
54293,0
54295,0
54296,1
54297,0
54298,0
54299,1
54300,0
54301,0
54302,0
54303,0
54304,1
54305,1
54306,1
54307,1
54308,1
54309,1
54310,1
54311,1
54312,0
54313,0
54314,0
54315,0
54316,1
54317,0
54318,1
54319,0
54320,1
54321,0
54322,0
54323,1
54324,1
54325,1
54326,0
54327,0
54328,0
54329,0
54330,0
54331,0
54332,1
54334,0
54335,1
54336,0
54337,1
54338,1
54339,0
54340,1
54342,0
54343,0
54344,0
54345,1
54346,1
54347,1
54348,0
54349,0
54350,1
54351,1
54352,1
54353,1
54354,1
54355,0
54356,1
54357,1
54358,0
54359,0
54360,0
54361,1
54362,0
54363,0
54364,0
54365,1
54366,1
54367,0
54368,0
54369,0
54370,1
54371,1
54372,1
54373,1
54374,1
54375,1
54376,1
54377,1
54378,0
54379,1
54380,1
54382,1
54383,0
54384,0
54385,1
54386,1
54387,1
54388,1
54389,1
54390,0
54391,0
54392,0
54393,0
54394,0
54395,1
54396,1
54397,0
54398,0
54399,0
54400,1
54401,1
54402,0
54403,1
54404,1
54405,0
54406,0
54407,1
54408,0
54409,1
54410,0
54411,0
54412,0
54413,1
54414,0
54415,1
54416,1
54417,1
54418,1
54419,1
54420,0
54421,0
54422,0
54423,1
54424,1
54425,1
54426,0
54427,1
54428,0
54429,0
54430,1
54431,0
54432,0
54433,0
54434,1
54435,1
54436,0
54437,0
54438,0
54439,0
54440,0
54441,1
54442,0
54443,0
54444,1
54445,1
54446,0
54447,0
54448,1
54449,1
54450,0
54451,1
54452,0
54453,0
54454,1
54455,1
54456,1
54457,1
54458,1
54459,1
54460,1
54461,1
54462,0
54463,0
54464,1
54465,0
54466,0
54467,0
54468,1
54469,0
54470,0
54471,0
54472,0
54473,0
54474,0
54475,1
54476,1
54477,0
54478,0
54479,0
54480,1
54481,0
54482,0
54483,1
54484,0
54485,0
54486,1
54487,0
54488,0
54489,0
54490,1
54491,1
54492,0
54493,0
54494,0
54495,0
54496,0
54497,1
54498,1
54499,1
54500,0
54501,1
54502,1
54503,0
54504,0
54505,0
54506,0
54507,1
54508,0
54509,1
54510,0
54511,0
54512,1
54513,1
54514,1
54515,1
54516,0
54517,1
54518,0
54519,1
54520,0
54521,1
54522,1
54523,0
54524,1
54525,1
54527,1
54528,0
54529,0
54530,1
54531,1
54532,1
54533,1
54534,1
54535,0
54536,1
54537,0
54538,1
54539,1
54540,0
54541,1
54542,1
54543,1
54544,1
54545,0
54546,0
54547,0
54548,0
54549,0
54550,1
54551,0
54552,0
54553,0
54554,1
54555,1
54556,1
54557,0
54558,1
54559,0
54560,0
54561,0
54562,0
54563,0
54564,1
54565,1
54566,1
54567,0
54568,0
54569,0
54570,0
54571,1
54572,1
54573,1
54574,1
54575,0
54576,0
54577,0
54578,0
54579,0
54580,0
54581,1
54582,0
54583,1
54584,1
54585,1
54586,0
54587,1
54588,1
54589,1
54590,1
54591,0
54592,1
54593,0
54594,0
54595,0
54596,0
54597,1
54598,1
54599,1
54600,1
54601,1
54602,0
54603,1
54604,1
54605,0
54607,0
54608,1
54609,1
54610,0
54611,1
54612,0
54613,0
54614,0
54615,1
54616,0
54617,1
54618,0
54619,0
54620,1
54621,0
54622,1
54623,0
54624,1
54625,0
54626,0
54627,1
54628,1
54629,0
54630,1
54631,0
54632,0
54633,1
54634,0
54635,0
54636,0
54637,1
54638,1
54639,1
54640,0
54641,0
54642,1
54643,1
54644,1
54645,0
54646,1
54647,0
54649,1
54650,1
54651,1
54652,0
54653,0
54654,0
54655,0
54656,0
54657,1
54658,0
54659,0
54660,1
54661,0
54662,0
54663,1
54664,0
54665,1
54666,1
54667,0
54668,0
54669,0
54670,1
54671,1
54672,0
54673,1
54674,1
54675,1
54676,1
54677,1
54678,0
54679,1
54680,1
54681,1
54682,0
54684,1
54685,1
54686,1
54687,1
54688,1
54689,0
54690,1
54691,0
54692,0
54693,0
54694,0
54695,1
54696,0
54697,1
54698,0
54699,0
54700,1
54701,1
54702,1
54703,0
54704,1
54705,1
54706,1
54707,0
54708,0
54709,1
54710,1
54711,1
54712,0
54713,1
54714,0
54715,0
54716,0
54717,0
54718,0
54719,1
54720,0
54721,0
54722,1
54723,1
54724,0
54725,0
54726,0
54727,0
54728,1
54729,0
54730,1
54731,0
54732,1
54733,0
54734,1
54735,0
54736,1
54737,1
54738,0
54739,1
54740,0
54741,1
54742,0
54743,0
54744,1
54745,0
54746,0
54747,0
54748,0
54749,0
54750,1
54751,0
54752,1
54753,1
54754,1
54755,1
54756,0
54757,0
54758,1
54759,0
54760,0
54761,1
54762,0
54763,1
54764,1
54765,0
54766,0
54767,1
54768,1
54769,0
54770,1
54771,1
54773,0
54774,1
54775,1
54776,0
54777,0
54778,1
54779,1
54780,0
54781,0
54782,0
54783,1
54784,1
54785,1
54786,1
54787,1
54788,1
54789,1
54790,0
54791,0
54792,0
54793,0
54794,1
54795,0
54796,1
54797,1
54798,1
54799,0
54800,0
54801,0
54802,0
54803,0
54804,0
54805,0
54806,0
54807,0
54808,1
54809,0
54810,0
54811,1
54812,0
54813,1
54814,0
54815,0
54816,0
54817,0
54818,0
54819,0
54820,1
54821,1
54822,0
54823,0
54824,0
54825,0
54826,0
54827,0
54828,0
54829,0
54830,0
54831,0
54832,1
54833,1
54834,0
54835,1
54836,1
54838,0
54839,1
54840,1
54841,0
54842,1
54843,0
54844,0
54845,0
54846,1
54847,0
54848,0
54849,1
54850,1
54851,1
54852,1
54853,0
54854,0
54855,0
54856,1
54857,0
54858,1
54859,0
54860,0
54861,1
54862,0
54863,1
54864,1
54865,1
54866,1
54867,0
54868,1
54869,0
54870,0
54871,1
54872,1
54873,1
54874,1
54875,0
54876,0
54877,0
54878,1
54879,0
54881,0
54882,0
54883,1
54884,1
54885,0
54886,0
54887,0
54888,0
54889,0
54890,1
54891,1
54892,0
54893,0
54894,1
54895,0
54896,0
54897,0
54898,1
54899,1
54900,0
54901,1
54902,1
54903,1
54904,0
54905,0
54906,1
54907,0
54908,0
54909,0
54910,0
54911,1
54912,1
54913,0
54914,0
54915,1
54916,0
54917,0
54918,1
54919,1
54920,1
54921,0
54922,1
54923,0
54924,1
54925,1
54926,1
54927,0
54928,0
54929,1
54930,0
54931,1
54932,1
54933,1
54934,0
54935,1
54936,0
54937,0
54938,1
54939,0
54940,0
54941,0
54942,0
54943,0
54944,1
54945,1
54946,0
54947,1
54948,0
54949,1
54950,0
54951,1
54952,0
54953,0
54954,0
54955,1
54956,0
54957,1
54958,1
54959,1
54960,0
54961,1
54962,0
54963,1
54964,1
54965,1
54966,1
54967,1
54968,1
54969,1
54970,0
54971,1
54972,1
54973,0
54974,0
54975,1
54976,1
54977,1
54978,0
54979,0
54980,0
54981,0
54982,0
54983,0
54984,1
54985,0
54986,1
54987,0
54988,1
54989,0
54990,1
54991,0
54992,1
54993,0
54994,1
54995,0
54996,1
54997,0
54998,0
54999,1
55000,1
55001,1
55002,1
55003,1
55004,0
55005,0
55006,1
55007,0
55008,1
55009,0
55010,1
55011,1
55012,0
55013,0
55015,1
55016,0
55017,0
55018,1
55019,1
55020,1
55021,1
55022,1
55023,1
55024,0
55025,0
55026,1
55027,1
55028,0
55029,0
55030,1
55031,1
55032,1
55033,1
55034,1
55035,1
55036,0
55037,1
55038,1
55039,0
55040,0
55041,0
55042,1
55043,0
55044,1
55045,0
55046,0
55047,1
55048,0
55049,1
55050,0
55051,1
55052,1
55053,0
55054,1
55055,1
55056,0
55057,1
55058,0
55059,0
55060,1
55061,0
55062,0
55063,1
55064,0
55065,0
55066,1
55068,1
55069,1
55070,1
55071,1
55072,0
55073,1
55074,0
55075,0
55076,1
55077,0
55078,0
55079,1
55080,1
55081,1
55082,0
55083,1
55085,0
55086,1
55087,0
55088,0
55089,0
55090,0
55091,0
55092,1
55093,0
55094,1
55095,1
55096,0
55097,1
55098,1
55099,1
55100,1
55101,1
55102,1
55103,0
55104,1
55105,1
55106,1
55107,0
55108,1
55109,0
55110,1
55111,0
55112,0
55113,0
55114,1
55115,1
55116,0
55117,1
55118,1
55119,1
55120,0
55121,1
55122,1
55123,0
55124,1
55125,0
55126,0
55127,1
55128,0
55129,0
55130,1
55131,0
55132,1
55133,0
55134,1
55135,1
55136,1
55137,0
55138,0
55139,0
55140,0
55141,0
55142,1
55143,1
55144,1
55145,1
55146,0
55147,0
55148,0
55149,0
55150,1
55151,0
55152,1
55153,0
55155,1
55156,0
55157,0
55158,0
55159,0
55160,1
55161,1
55162,1
55163,0
55164,1
55165,1
55166,0
55167,0
55168,1
55169,1
55170,0
55171,0
55172,0
55173,1
55174,1
55175,0
55176,1
55177,0
55178,1
55179,0
55180,0
55181,0
55182,0
55183,0
55184,1
55185,0
55186,0
55187,0
55188,0
55189,1
55190,1
55191,1
55192,0
55193,0
55194,1
55195,1
55196,1
55197,1
55198,0
55199,1
55200,0
55201,0
55202,1
55203,1
55204,0
55205,1
55206,1
55207,1
55208,1
55209,1
55210,0
55211,1
55212,0
55213,0
55214,0
55215,1
55216,0
55217,0
55218,0
55219,0
55220,0
55221,1
55222,1
55223,0
55224,1
55225,0
55226,0
55227,0
55228,1
55229,0
55230,1
55231,1
55232,1
55233,0
55234,0
55235,0
55237,1
55238,0
55239,0
55240,0
55241,0
55242,0
55243,1
55244,1
55245,0
55246,0
55247,1
55248,0
55249,1
55250,1
55251,1
55252,1
55253,1
55254,0
55255,1
55256,1
55257,1
55258,0
55259,1
55260,0
55261,0
55262,0
55263,1
55264,1
55265,1
55266,1
55267,0
55268,0
55269,1
55270,1
55271,0
55272,1
55273,0
55274,0
55275,0
55276,1
55277,0
55278,1
55279,1
55280,1
55281,0
55282,1
55283,0
55284,0
55285,0
55286,0
55287,0
55288,0
55289,0
55290,1
55291,1
55292,0
55293,0
55294,1
55295,0
55296,0
55297,1
55298,1
55299,1
55300,1
55301,0
55302,1
55303,0
55304,1
55305,1
55306,1
55307,1
55308,0
55309,0
55310,0
55311,0
55312,0
55313,1
55314,1
55315,0
55316,1
55317,1
55318,1
55319,0
55320,0
55321,0
55322,0
55323,1
55324,0
55325,0
55326,1
55327,0
55328,0
55329,1
55330,1
55331,1
55332,0
55333,0
55334,1
55335,0
55336,1
55337,0
55338,0
55339,1
55340,0
55341,0
55342,1
55343,0
55344,1
55345,0
55346,1
55347,1
55348,0
55349,1
55350,1
55351,1
55352,1
55353,0
55354,1
55355,0
55356,0
55357,1
55358,0
55359,1
55360,0
55361,0
55362,0
55363,1
55364,0
55365,0
55366,0
55367,0
55368,1
55369,0
55370,0
55371,0
55372,0
55373,0
55374,0
55375,0
55376,1
55378,1
55379,0
55380,0
55381,1
55382,1
55383,0
55384,1
55385,1
55386,0
55387,1
55388,1
55389,1
55390,0
55391,1
55392,0
55393,0
55394,1
55395,1
55396,1
55397,1
55398,0
55399,0
55400,0
55401,0
55402,0
55403,1
55404,1
55405,0
55406,1
55407,1
55408,1
55409,0
55410,1
55411,0
55412,1
55413,1
55414,1
55415,1
55416,0
55418,0
55419,1
55420,1
55421,0
55422,1
55423,1
55424,1
55425,1
55426,1
55427,1
55428,1
55429,0
55430,1
55431,1
55432,1
55433,0
55434,1
55435,1
55436,1
55437,0
55438,1
55439,0
55440,0
55441,1
55442,1
55443,0
55444,0
55445,0
55446,1
55447,0
55448,1
55449,1
55450,0
55451,1
55452,0
55453,0
55454,0
55455,1
55456,0
55457,1
55458,0
55459,0
55460,1
55461,0
55462,1
55463,0
55464,1
55465,1
55466,1
55467,0
55468,1
55469,1
55470,1
55471,1
55472,0
55473,0
55474,0
55475,1
55476,0
55477,0
55478,0
55479,0
55480,0
55481,0
55482,1
55483,0
55484,1
55485,1
55486,0
55487,0
55488,1
55489,0
55490,1
55491,0
55492,1
55493,0
55494,1
55495,1
55496,0
55497,1
55498,0
55499,1
55500,0
55501,0
55502,1
55503,0
55504,1
55505,0
55506,1
55507,1
55508,1
55509,0
55510,1
55511,1
55512,1
55513,1
55514,1
55515,1
55516,0
55517,1
55518,1
55519,0
55520,0
55521,0
55522,0
55523,1
55524,1
55525,0
55526,0
55527,1
55528,0
55529,0
55530,1
55531,1
55532,1
55533,0
55534,0
55535,0
55536,0
55537,1
55538,1
55539,1
55540,0
55541,0
55542,0
55543,0
55544,0
55545,1
55546,1
55547,1
55548,0
55549,1
55550,0
55551,0
55552,1
55553,0
55554,0
55555,1
55556,1
55557,0
55558,0
55559,0
55560,1
55561,1
55562,1
55563,1
55564,1
55565,1
55566,0
55567,1
55568,0
55569,1
55570,1
55571,0
55572,0
55573,1
55574,0
55575,0
55576,1
55577,0
55578,0
55579,0
55580,0
55581,0
55582,0
55583,0
55584,0
55585,0
55586,1
55587,0
55588,0
55589,1
55590,0
55591,0
55592,0
55593,0
55594,1
55595,0
55596,0
55597,1
55598,1
55599,0
55600,0
55601,0
55602,1
55603,0
55604,0
55605,0
55606,0
55607,0
55608,1
55609,0
55610,0
55611,1
55612,1
55613,1
55614,1
55615,1
55616,1
55617,0
55618,0
55619,0
55620,0
55621,1
55622,1
55623,1
55624,0
55625,1
55626,1
55627,0
55628,0
55629,0
55630,1
55631,0
55632,0
55633,0
55634,0
55635,1
55636,1
55637,1
55638,1
55639,0
55640,1
55641,0
55642,1
55643,0
55644,0
55645,0
55646,1
55647,1
55648,1
55649,0
55651,1
55652,1
55653,1
55654,1
55655,0
55656,0
55657,0
55658,0
55659,1
55660,1
55661,0
55662,1
55663,0
55664,0
55665,1
55666,1
55667,0
55668,0
55669,1
55670,1
55671,0
55672,0
55673,1
55674,1
55675,0
55676,0
55677,1
55678,0
55679,1
55680,1
55681,0
55682,0
55683,0
55684,0
55685,0
55686,0
55687,0
55688,1
55689,0
55690,0
55691,0
55692,0
55693,0
55694,1
55695,1
55696,1
55697,0
55698,1
55699,0
55701,1
55702,1
55703,1
55704,0
55705,0
55706,1
55707,1
55708,0
55709,0
55710,0
55711,0
55712,1
55713,1
55714,0
55715,0
55716,1
55717,0
55718,1
55719,1
55720,0
55721,0
55722,0
55723,1
55724,0
55725,1
55726,1
55727,0
55728,1
55729,0
55730,1
55731,1
55732,0
55733,1
55734,0
55735,0
55736,0
55737,0
55738,0
55739,0
55740,0
55741,1
55742,1
55743,1
55744,0
55745,1
55746,1
55747,0
55748,1
55749,0
55750,0
55751,1
55752,1
55753,0
55754,1
55755,0
55757,0
55758,1
55759,1
55760,0
55761,1
55762,0
55763,1
55764,1
55765,1
55766,0
55767,0
55768,1
55769,0
55770,0
55771,0
55772,1
55773,0
55774,0
55775,0
55776,1
55777,1
55778,1
55779,0
55780,0
55781,1
55782,1
55783,1
55784,1
55786,0
55787,1
55788,0
55789,0
55790,1
55791,1
55792,0
55793,1
55794,0
55795,0
55796,0
55798,0
55799,1
55800,0
55801,0
55802,1
55803,1
55804,0
55805,0
55806,1
55807,0
55808,1
55809,0
55810,1
55811,1
55812,0
55813,0
55814,0
55815,0
55816,0
55817,1
55818,1
55819,1
55820,1
55821,1
55822,1
55823,0
55824,0
55825,1
55826,0
55827,1
55828,0
55829,0
55830,0
55831,1
55832,1
55833,1
55834,0
55835,0
55836,1
55837,1
55838,1
55839,1
55840,0
55841,0
55842,1
55843,0
55844,1
55845,0
55846,1
55847,1
55848,1
55849,0
55850,1
55851,1
55852,1
55853,0
55854,0
55855,1
55856,0
55858,1
55859,0
55860,1
55861,1
55862,1
55863,0
55864,0
55865,1
55866,0
55867,1
55868,1
55869,0
55870,0
55871,1
55872,0
55873,0
55874,0
55875,0
55876,1
55877,0
55878,1
55879,1
55880,1
55881,1
55882,0
55883,1
55884,1
55885,0
55886,1
55887,0
55888,1
55889,0
55890,1
55891,0
55892,0
55893,0
55894,0
55895,0
55896,1
55897,1
55898,1
55899,1
55900,1
55901,1
55902,0
55903,0
55904,0
55906,1
55907,1
55908,1
55909,0
55910,0
55911,1
55912,0
55913,0
55914,1
55915,1
55916,0
55917,0
55918,1
55919,1
55920,1
55921,1
55922,0
55923,1
55924,0
55925,1
55926,1
55927,0
55928,1
55929,0
55930,1
55931,0
55932,1
55933,0
55934,0
55935,0
55936,0
55937,0
55938,0
55939,1
55940,0
55941,0
55942,1
55943,0
55944,0
55945,0
55946,0
55947,0
55948,1
55949,1
55950,0
55951,0
55952,0
55953,0
55954,1
55955,0
55956,0
55957,0
55958,1
55959,0
55960,0
55961,1
55962,1
55963,1
55964,0
55965,1
55966,1
55967,0
55968,1
55969,0
55970,1
55971,1
55972,0
55973,1
55974,1
55975,0
55976,0
55977,1
55978,0
55979,1
55980,0
55981,1
55982,0
55983,0
55984,1
55985,0
55986,0
55987,0
55988,0
55989,0
55990,0
55991,0
55992,0
55993,0
55994,1
55995,1
55996,0
55997,1
55998,1
55999,1
56000,0
56001,0
56002,1
56003,1
56004,0
56006,1
56007,0
56008,1
56009,0
56010,0
56011,1
56012,1
56013,1
56014,0
56015,0
56016,0
56017,0
56018,0
56019,1
56020,0
56022,0
56023,0
56024,0
56025,1
56026,1
56027,0
56028,0
56029,0
56030,0
56031,0
56032,1
56033,1
56034,1
56035,0
56036,0
56037,1
56038,1
56039,1
56040,0
56041,1
56042,0
56043,0
56044,0
56045,1
56046,1
56047,0
56048,1
56049,0
56050,0
56051,1
56052,1
56053,1
56054,1
56055,1
56056,0
56057,1
56058,0
56059,1
56060,1
56061,0
56062,0
56063,1
56064,0
56065,1
56066,1
56067,1
56068,0
56069,1
56070,0
56071,0
56072,0
56073,0
56074,0
56075,0
56076,1
56077,1
56078,0
56079,1
56081,1
56082,0
56083,1
56084,1
56085,1
56086,1
56087,0
56088,1
56089,1
56090,0
56091,1
56092,0
56093,1
56094,1
56095,0
56096,1
56097,1
56098,1
56099,0
56100,0
56101,1
56102,0
56103,0
56104,0
56105,0
56106,1
56107,0
56108,1
56109,1
56110,0
56111,1
56112,0
56113,0
56114,0
56115,1
56116,0
56117,0
56118,1
56119,0
56120,1
56121,0
56122,0
56123,1
56124,1
56125,1
56126,0
56127,0
56128,1
56129,0
56130,1
56131,1
56132,1
56133,1
56134,1
56135,1
56136,1
56137,0
56139,0
56140,0
56141,1
56142,1
56144,0
56145,1
56146,0
56147,0
56148,1
56149,0
56150,0
56151,0
56152,1
56153,1
56154,1
56155,1
56156,0
56157,0
56158,1
56159,0
56160,0
56161,1
56162,1
56163,1
56164,1
56165,0
56166,1
56167,0
56168,1
56169,0
56170,0
56171,0
56172,1
56173,0
56174,1
56175,0
56176,1
56177,1
56178,1
56179,1
56180,0
56181,1
56182,1
56183,1
56184,1
56185,1
56186,0
56187,1
56188,0
56189,1
56190,0
56191,0
56192,1
56193,1
56194,1
56195,0
56196,1
56197,0
56198,1
56199,1
56200,0
56201,1
56202,0
56203,0
56204,0
56205,0
56206,0
56207,0
56208,1
56209,0
56210,0
56211,0
56212,1
56214,0
56215,1
56216,0
56217,1
56218,0
56219,0
56220,0
56221,0
56222,1
56223,0
56224,0
56225,0
56226,1
56227,1
56228,0
56229,1
56230,0
56231,0
56232,0
56233,1
56234,0
56235,1
56236,0
56237,1
56238,1
56239,1
56240,1
56241,1
56242,0
56243,0
56244,0
56245,1
56246,1
56247,0
56248,0
56249,0
56250,0
56251,1
56252,1
56253,0
56254,1
56255,0
56256,0
56257,0
56258,1
56259,1
56260,0
56261,0
56262,1
56263,0
56264,1
56265,1
56266,0
56267,0
56268,1
56269,1
56270,1
56271,1
56272,0
56273,0
56274,0
56275,1
56276,1
56277,1
56278,0
56279,0
56280,0
56281,0
56282,1
56283,0
56284,1
56285,0
56286,0
56287,1
56288,1
56289,1
56290,0
56291,0
56292,1
56293,1
56294,1
56295,1
56296,1
56297,1
56298,0
56299,1
56300,1
56301,0
56302,0
56303,1
56304,0
56305,1
56306,0
56307,0
56308,0
56309,0
56310,1
56311,0
56312,0
56313,0
56314,1
56315,0
56316,0
56317,0
56318,1
56319,1
56320,0
56321,1
56322,0
56323,1
56324,0
56325,1
56326,1
56327,0
56328,0
56329,0
56330,0
56331,0
56332,0
56333,0
56334,0
56335,0
56336,0
56337,0
56338,0
56339,0
56340,1
56341,1
56342,1
56343,0
56344,1
56345,1
56346,1
56347,0
56348,0
56349,0
56350,0
56351,1
56352,0
56353,0
56354,0
56355,1
56356,1
56357,0
56358,1
56359,1
56360,1
56361,1
56362,0
56363,0
56364,1
56365,0
56366,0
56367,0
56368,0
56369,1
56370,1
56371,1
56372,0
56373,0
56374,0
56375,0
56376,0
56377,1
56378,1
56379,0
56380,0
56381,0
56382,1
56383,1
56384,0
56385,1
56386,1
56387,0
56388,0
56389,1
56390,1
56391,1
56392,0
56393,1
56394,0
56395,0
56396,1
56397,0
56398,1
56399,1
56400,0
56401,0
56402,0
56403,1
56404,0
56405,0
56406,1
56407,1
56408,0
56409,1
56410,0
56411,0
56412,0
56413,0
56414,1
56415,0
56416,0
56417,0
56418,1
56419,0
56420,1
56421,1
56422,1
56423,1
56424,0
56425,0
56426,0
56427,1
56428,1
56429,0
56430,0
56431,1
56432,0
56433,0
56434,0
56435,1
56436,1
56437,1
56438,0
56439,1
56441,0
56442,0
56443,0
56444,1
56445,1
56446,1
56447,1
56448,0
56449,0
56450,0
56451,0
56452,0
56453,0
56454,0
56455,0
56456,1
56457,1
56458,0
56459,0
56460,1
56461,1
56462,0
56463,0
56464,1
56465,0
56466,1
56467,0
56468,0
56469,1
56470,1
56471,0
56472,0
56473,1
56474,0
56475,0
56476,0
56477,0
56478,0
56479,0
56480,0
56481,1
56482,1
56483,0
56484,1
56485,0
56486,0
56487,1
56488,0
56489,1
56490,0
56491,1
56492,1
56493,1
56494,0
56495,0
56496,0
56497,0
56498,1
56500,1
56501,1
56502,0
56503,1
56504,0
56505,0
56506,1
56507,1
56508,1
56509,0
56510,0
56511,1
56512,1
56513,0
56514,0
56515,1
56516,0
56517,0
56518,1
56519,0
56520,0
56521,1
56522,1
56523,1
56524,1
56525,1
56526,1
56527,0
56528,0
56529,1
56530,1
56531,0
56532,1
56533,1
56534,1
56535,1
56536,1
56537,1
56538,0
56539,1
56540,1
56541,1
56542,1
56543,0
56544,1
56545,1
56546,0
56547,1
56548,1
56549,0
56550,0
56551,1
56552,0
56553,0
56554,1
56555,0
56556,0
56557,0
56558,1
56559,0
56560,0
56561,1
56562,1
56563,0
56564,0
56565,0
56566,1
56567,0
56568,0
56569,1
56570,0
56571,1
56572,1
56573,0
56574,0
56575,0
56576,1
56577,0
56578,1
56579,0
56580,1
56581,1
56582,0
56583,1
56584,1
56585,1
56586,0
56587,0
56588,1
56589,1
56590,1
56591,1
56592,1
56593,1
56594,0
56595,1
56596,1
56597,0
56598,0
56599,0
56600,1
56601,1
56602,0
56603,1
56604,1
56605,0
56606,1
56607,1
56608,1
56609,0
56610,0
56611,1
56612,0
56613,1
56614,1
56615,1
56616,1
56617,0
56618,1
56619,1
56620,1
56621,0
56622,1
56623,0
56624,0
56625,0
56626,0
56627,1
56628,1
56629,1
56630,1
56631,1
56632,0
56633,0
56634,0
56635,1
56636,0
56637,1
56638,0
56639,0
56640,0
56641,1
56642,1
56643,0
56644,0
56645,1
56646,0
56647,0
56648,0
56649,1
56650,1
56651,1
56652,0
56653,1
56654,0
56655,0
56656,0
56657,0
56658,0
56659,0
56660,1
56661,1
56662,0
56663,1
56664,1
56665,1
56666,0
56667,1
56668,1
56669,0
56670,0
56671,0
56672,0
56673,1
56674,0
56675,0
56676,0
56677,0
56678,0
56679,1
56680,0
56681,0
56682,1
56683,1
56684,1
56685,0
56686,0
56687,0
56688,0
56689,0
56690,1
56691,0
56692,0
56693,0
56694,1
56695,1
56696,1
56697,1
56698,1
56699,0
56700,0
56701,1
56702,1
56703,0
56704,1
56705,1
56706,0
56707,0
56708,0
56709,0
56710,1
56711,0
56712,0
56713,0
56714,1
56715,0
56716,1
56717,0
56718,1
56719,0
56720,1
56721,1
56722,0
56723,0
56724,1
56725,0
56726,1
56727,1
56728,1
56729,1
56730,0
56731,0
56732,0
56733,1
56734,0
56735,0
56736,0
56737,1
56739,1
56740,1
56741,0
56742,1
56743,0
56744,0
56745,0
56746,1
56747,1
56748,1
56749,0
56750,0
56751,0
56752,1
56753,0
56754,1
56755,1
56756,0
56757,1
56758,1
56759,1
56760,0
56761,0
56762,1
56763,1
56765,1
56766,1
56767,0
56768,1
56769,1
56770,0
56771,0
56772,1
56773,1
56774,0
56775,1
56777,0
56778,1
56779,0
56780,0
56781,1
56782,0
56783,0
56784,1
56785,1
56786,1
56787,0
56788,0
56789,1
56790,1
56791,1
56792,1
56793,0
56794,1
56795,1
56796,0
56797,0
56798,1
